"id"	"sheet_no"	"cas"	"cas_no"	"goods_name"
"4889"	"表2"	"18172-67-3"	"18172-67-3"	"(-)-β-蒎烯"
"4890"	"表2"	"19902-08-0"	"19902-08-0"	"(+)-β-蒎烯"
"4891"	"表2"	"127-91-3"	"127-91-3"	"(±)-β-蒎烯"
"4892"	"表3"	"9003-53-6[非颗粒状,或颗粒状不膨胀、不会放出易燃气体]"	"9003-53-6"	"聚苯乙烯"
"4893"	"表3"	"9003-53-6[颗粒,可膨胀,会放出易燃气体]"	"9003-53-6"	"聚苯乙烯颗粒"
"4894"	"表2"	"98-83-9"	"98-83-9"	"α-甲基苯乙烯"
"4895"	"表4"	"79-92-5[易燃溶剂溶液]"	"79-92-5"	"茨烯，溶液"
"4896"	"表4"	"79-92-5"	"79-92-5"	"茨烯"
"4897"	"表2"	"77-47-4"	"77-47-4"	"六氯环戊二烯"
"4898"	"表2"	"5989-27-5"	"5989-27-5"	"(R)-(+)-柠檬烯"
"4899"	"表2"	"768-56-9"	"768-56-9"	"4-苯基-1-丁烯"
"4900"	"表4"	"4994-16-5"	"4994-16-5"	"4-苯基-1-环己烯"
"4901"	"表4"	"4994-16-5[易燃溶剂溶液]"	"4994-16-5"	"4-苯基-1-环己烯，溶液"
"4902"	"表2"	"298-18-0"	"298-18-0"	"二氧化丁二烯"
"4903"	"表2"	"77-73-6"	"77-73-6"	"二环戊二烯"
"4904"	"表4"	"13466-78-9[易燃溶剂溶液]"	"13466-78-9"	"3-蒈烯，溶液"
"4905"	"表4"	"13466-78-9"	"13466-78-9"	"3-蒈烯"
"4906"	"表4"	"99-85-4[易燃溶剂溶液]"	"99-85-4"	"γ-松油烯，溶液"
"4907"	"表4"	"99-85-4"	"99-85-4"	"γ-松油烯"
"4908"	"表4"	"100-42-5[甲醇溶液]"	"100-42-5"	"苯乙烯，甲醇溶液"
"4909"	"表4"	"100-42-5"	"100-42-5"	"苯乙烯"
"4910"	"表2"	"136-35-6"	"136-35-6"	"1,3-二苯基三氮烯"
"4911"	"表2"	"121-46-0"	"121-46-0"	"二环[2.2.1]庚-2,5-二烯"
"4912"	"表2"	"138-86-3"	"138-86-3"	"双戊烯，异构体混合物"
"4913"	"表4"	"79-06-1[溶液]"	"79-06-1"	"丙烯酰胺，溶液"
"4914"	"表4"	"79-06-1"	"79-06-1"	"丙烯酰胺"
"4915"	"表2"	"68-12-2"	"68-12-2"	"N,N-二甲基甲酰胺"
"4916"	"表2"	"640-19-7"	"640-19-7"	"氟乙酰胺"
"4917"	"表2"	"115-08-2"	"115-08-2"	"硫代甲酰胺"
"4918"	"表4"	"34256-82-1[易燃溶剂溶液]"	"34256-82-1"	"2-氯-N-(乙氧甲基)-N-(2-乙基-6-甲基苯基)乙酰胺，溶液"
"4919"	"表4"	"34256-82-1"	"34256-82-1"	"2-氯-N-(乙氧甲基)-N-(2-乙基-6-甲基苯基)乙酰胺"
"4920"	"表2"	"123-77-3"	"123-77-3"	"偶氮二甲酰胺"
"4921"	"表2"	"558-25-8"	"558-25-8"	"甲烷磺酰氟"
"4922"	"表2"	"7616-94-6"	"7616-94-6"	"过氯酰氟"
"4923"	"表2"	"80-17-1"	"80-17-1"	"苯磺酰肼"
"4924"	"表2"	"506-96-7"	"506-96-7"	"溴乙酰"
"4925"	"表2"	"507-02-8"	"507-02-8"	"碘乙酰"
"4926"	"表2"	"98-68-0"	"98-68-0"	"4-甲氧基苯磺酰氯"
"4927"	"表2"	"1694-92-4"	"1694-92-4"	"2-硝基苯磺酰氯"
"4928"	"表2"	"121-51-7"	"121-51-7"	"3-硝基苯磺酰氯"
"4929"	"表2"	"98-74-8"	"98-74-8"	"4-硝基苯磺酰氯"
"4930"	"表2"	"7154-66-7"	"7154-66-7"	"2-溴苯甲酰氯"
"4931"	"表2"	"586-75-4"	"586-75-4"	"4-溴苯甲酰氯"
"4932"	"表2"	"609-65-4"	"609-65-4"	"2-氯苯甲酰氯"
"4933"	"表2"	"122-01-0"	"122-01-0"	"4-氯苯甲酰氯"
"4934"	"表2"	"1989-53-3"	"1989-53-3"	"2,6-二甲氧基苯甲酰氯"
"4935"	"表2"	"610-14-0"	"610-14-0"	"2-硝基苯甲酰氯"
"4936"	"表2"	"121-90-4"	"121-90-4"	"3-硝基苯甲酰氯"
"4937"	"表2"	"6613-44-1"	"6613-44-1"	"3,5-二甲基苯甲酰氯"
"4938"	"表2"	"1656-44-6"	"1656-44-6"	"2,4-二硝基苯磺酰氯"
"4939"	"表2"	"133-59-5"	"133-59-5"	"甲苯-2-磺酰氯"
"4940"	"表2"	"98-59-9"	"98-59-9"	"甲苯-4-磺酰氯"
"4941"	"表2"	"36451-09-9"	"36451-09-9"	"2-重氮-1-萘酚-4-磺酰氯"
"4942"	"表2"	"3770-97-6"	"3770-97-6"	"2-重氮-1-萘酚-5-磺酰氯"
"4943"	"表2"	"527-69-5"	"527-69-5"	"2-呋喃甲酰氯"
"4944"	"表2"	"79-04-9"	"79-04-9"	"氯乙酰氯"
"4945"	"表2"	"598-21-0"	"598-21-0"	"溴乙酰溴"
"4946"	"表2"	"75-44-5"	"75-44-5"	"碳酰氯"
"4947"	"表2"	"88-95-9"	"88-95-9"	"邻苯二甲酰氯"
"4948"	"表2"	"99-63-8"	"99-63-8"	"间苯二甲酰氯"
"4949"	"表2"	"100-20-9"	"100-20-9"	"对苯二甲酰氯"
"4950"	"表2"	"3282-30-2"	"3282-30-2"	"三甲基乙酰氯"
"4951"	"表4"	"36724-68-2[有毒溶剂溶液]"	"36724-68-2"	"(S)-(-)-N-(三氟乙酰基)吡咯烷-2-羰酰氯，溶液"
"4952"	"表4"	"36724-68-2"	"36724-68-2"	"(S)-(-)-N-(三氟乙酰基)吡咯烷-2-羰酰氯"
"4953"	"表2"	"103-80-0"	"103-80-0"	"苯乙酰氯"
"4954"	"表2"	"627-63-4"	"627-63-4"	"反丁烯二酰氯"
"4955"	"表2"	"108-77-0"	"108-77-0"	"氰尿酰氯"
"4956"	"表2"	"2696-92-6"	"2696-92-6"	"亚硝酰氯"
"4957"	"表2"	"98-09-9"	"98-09-9"	"苯磺酰氯"
"4958"	"表2"	"98-88-4"	"98-88-4"	"苯甲酰氯"
"4959"	"表2"	"79-44-7"	"79-44-7"	"二甲氨基甲酰氯"
"4960"	"表2"	"2524-03-0"	"2524-03-0"	"二甲基硫代磷酰氯"
"4961"	"表2"	"2524-04-1"	"2524-04-1"	"二乙基硫代磷酰氯"
"4962"	"表2"	"79-36-7"	"79-36-7"	"二氯乙酰氯"
"4963"	"表2"	"76-02-8"	"76-02-8"	"三氯乙酰氯"
"4964"	"表2"	"354-32-5"	"354-32-5"	"三氟乙酰氯"
"4965"	"表2"	"79-30-1"	"79-30-1"	"异丁酰氯"
"4966"	"表2"	"108-12-3"	"108-12-3"	"异戊酰氯"
"4967"	"表2"	"111-19-3"	"111-19-3"	"癸二酰氯"
"4968"	"表4"	"79-37-8[有毒溶剂溶液]"	"79-37-8"	"乙二酰氯，溶液"
"4969"	"表4"	"79-37-8"	"79-37-8"	"乙二酰氯"
"4970"	"表2"	"1663-67-8"	"1663-67-8"	"丙二酰氯"
"4971"	"表2"	"543-20-4"	"543-20-4"	"丁二酰氯"
"4972"	"表2"	"111-50-2"	"111-50-2"	"己二酰氯"
"4973"	"表2"	"112-16-3"	"112-16-3"	"氯十二酰"
"4974"	"表2"	"112-64-1"	"112-64-1"	"氯十四酰"
"4975"	"表2"	"112-67-4"	"112-67-4"	"氯十六酰"
"4976"	"表2"	"112-76-5"	"112-76-5"	"氯十八酰"
"4977"	"表2"	"75-36-5"	"75-36-5"	"氯乙酰"
"4978"	"表2"	"79-03-8"	"79-03-8"	"氯丙酰"
"4979"	"表2"	"141-75-3"	"141-75-3"	"氯丁酰"
"4980"	"表2"	"638-29-9"	"638-29-9"	"氯戊酰"
"4981"	"表2"	"142-61-0"	"142-61-0"	"氯己酰"
"4982"	"表2"	"111-64-8"	"111-64-8"	"氯辛酰"
"4983"	"表2"	"563-76-8"	"563-76-8"	"2-溴丙酰溴"
"4984"	"表2"	"7623-16-7"	"7623-16-7"	"3-溴丙酰溴"
"4985"	"表2"	"598-22-1"	"598-22-1"	"溴丙酰"
"4986"	"表2"	"7803-54-5"	"7803-54-5"	"二氨基镁"
"4987"	"表4"	"4111-54-0[易燃溶剂溶液]"	"4111-54-0"	"二异丙胺锂，溶液"
"4988"	"表4"	"4111-54-0"	"4111-54-0"	"二异丙胺锂"
"4989"	"表4"	"16002-63-4"	"16002-63-4"	"苯基碘化镁"
"4990"	"表4"	"16002-63-4[易燃溶剂溶液]"	"16002-63-4"	"苯基碘化镁，溶液"
"4991"	"表4"	"16002-63-4[乙醚溶液]"	"16002-63-4"	"苯基碘化镁，乙醚溶液"
"4992"	"表4"	"23665-09-0"	"23665-09-0"	"苯基碘化锌"
"4993"	"表4"	"23665-09-0[易燃溶剂溶液]"	"23665-09-0"	"苯基碘化锌，溶液"
"4994"	"表2"	"100-56-1"	"100-56-1"	"苯基氯化汞"
"4995"	"表4"	"100-59-4[易燃溶剂溶液]"	"100-59-4"	"苯基氯化镁，溶液"
"4996"	"表4"	"100-59-4"	"100-59-4"	"苯基氯化镁"
"4997"	"表4"	"1124-19-2[甲醇溶液]"	"1124-19-2"	"苯基三氯化锡，甲醇溶液"
"4998"	"表4"	"1124-19-2"	"1124-19-2"	"苯基三氯化锡"
"4999"	"表4"	"100-58-3[易燃溶剂溶液]"	"100-58-3"	"苯基溴化镁，溶液"
"5000"	"表4"	"100-58-3[乙醚溶液]"	"100-58-3"	"苯基溴化镁，乙醚溶液"
"5001"	"表4"	"100-58-3"	"100-58-3"	"苯基溴化镁"
"5002"	"表4"	"38111-44-3"	"38111-44-3"	"苯基溴化锌"
"5003"	"表4"	"38111-44-3[易燃溶剂溶液]"	"38111-44-3"	"苯基溴化锌，溶液"
"5004"	"表4"	"1135-99-5[甲醇溶液]"	"1135-99-5"	"二苯基二氯化锡，甲醇溶液"
"5005"	"表4"	"1135-99-5"	"1135-99-5"	"二苯基二氯化锡"
"5006"	"表4"	"65567-06-8"	"65567-06-8"	"二苯基磷化锂"
"5007"	"表4"	"65567-06-8[易燃溶剂溶液]"	"65567-06-8"	"二苯基磷化锂，溶液"
"5008"	"表4"	"639-58-7[甲醇溶液]"	"639-58-7"	"三苯基氯化锡，甲醇溶液"
"5009"	"表4"	"639-58-7[易燃溶剂溶液]"	"639-58-7"	"三苯基氯化锡，溶液"
"5010"	"表4"	"639-58-7"	"639-58-7"	"三苯基氯化锡"
"5011"	"表4"	"99747-36-1"	"99747-36-1"	"三苯基硼氢化钾"
"5012"	"表4"	"99747-36-1[易燃溶剂溶液]"	"99747-36-1"	"三苯基硼氢化钾，溶液"
"5013"	"表4"	"6738-06-3[易燃溶剂溶液]"	"6738-06-3"	"苯基乙炔基溴化镁，溶液"
"5014"	"表4"	"6738-06-3"	"6738-06-3"	"苯基乙炔基溴化镁"
"5015"	"表2"	"900-95-8"	"900-95-8"	"三苯基乙酸锡"
"5016"	"表4"	"90878-19-6"	"90878-19-6"	"苯乙基氯化镁"
"5017"	"表4"	"90878-19-6[易燃溶剂溶液]"	"90878-19-6"	"苯乙基氯化镁，溶液"
"5018"	"表4"	"308796-14-7"	"308796-14-7"	"苯乙基溴化锌"
"5019"	"表4"	"308796-14-7[易燃溶剂溶液]"	"308796-14-7"	"苯乙基溴化锌，溶液"
"5020"	"表4"	"35293-35-7[易燃溶剂溶液]"	"35293-35-7"	"2-甲基-2-苯丙基氯化镁，溶液"
"5021"	"表4"	"35293-35-7[乙醚溶液]"	"35293-35-7"	"2-甲基-2-苯丙基氯化镁，乙醚溶液"
"5022"	"表4"	"35293-35-7"	"35293-35-7"	"2-甲基-2-苯丙基氯化镁"
"5023"	"表4"	"85459-20-7"	"85459-20-7"	"α-甲基苯甲基溴化锌"
"5024"	"表4"	"85459-20-7[易燃溶剂溶液]"	"85459-20-7"	"α-甲基苯甲基溴化锌，溶液"
"5025"	"表4"	"151073-86-8"	"151073-86-8"	"1-苯乙烯溴化锌"
"5026"	"表4"	"151073-86-8[易燃溶剂溶液]"	"151073-86-8"	"1-苯乙烯溴化锌，溶液"
"5027"	"表4"	"591-51-5[易燃溶剂溶液]"	"591-51-5"	"苯基锂，溶液"
"5028"	"表4"	"591-51-5[乙醚溶液]"	"591-51-5"	"苯基锂，乙醚溶液"
"5029"	"表4"	"591-51-5"	"591-51-5"	"苯基锂"
"5030"	"表2"	"555-54-4"	"555-54-4"	"二苯基镁"
"5031"	"表4"	"595-90-4[甲醇溶液]"	"595-90-4"	"四苯基锡，甲醇溶液"
"5032"	"表4"	"595-90-4"	"595-90-4"	"四苯基锡"
"5033"	"表4"	"218777-23-2"	"218777-23-2"	"2-吡啶基溴化锌"
"5034"	"表4"	"218777-23-2[易燃溶剂溶液]"	"218777-23-2"	"2-吡啶基溴化锌，溶液"
"5035"	"表4"	"6921-34-2"	"6921-34-2"	"苄基氯化镁"
"5036"	"表4"	"6921-34-2[易燃溶剂溶液]"	"6921-34-2"	"苄基氯化镁，溶液"
"5037"	"表4"	"6921-34-2[乙醚溶液]"	"6921-34-2"	"苄基氯化镁，乙醚溶液"
"5038"	"表4"	"1589-82-8"	"1589-82-8"	"苄基溴化镁"
"5039"	"表4"	"1589-82-8[易燃溶剂溶液]"	"1589-82-8"	"苄基溴化镁，溶液"
"5040"	"表4"	"62673-31-8[易燃溶剂溶液]"	"62673-31-8"	"苄基溴化锌，溶液"
"5041"	"表4"	"62673-31-8"	"62673-31-8"	"苄基溴化锌"
"5042"	"表4"	"45000-93-9[易燃液体溶液]"	"45000-93-9"	"三乙醇二氯化钨(Ⅴ)，溶液"
"5043"	"表4"	"45000-93-9"	"45000-93-9"	"三乙醇二氯化钨(Ⅴ)"
"5044"	"表4"	"865-47-4"	"865-47-4"	"叔丁醇钾"
"5045"	"表4"	"865-47-4[易燃溶剂溶液]"	"865-47-4"	"叔丁醇钾，溶液"
"5046"	"表4"	"1907-33-1"	"1907-33-1"	"叔丁醇锂"
"5047"	"表4"	"1907-33-1[易燃溶剂溶液]"	"1907-33-1"	"叔丁醇锂，溶液"
"5048"	"表4"	"41233-93-6[甲苯溶液]"	"41233-93-6"	"叔戊醇钾，甲苯溶液"
"5049"	"表4"	"41233-93-6[易燃溶剂溶液]"	"41233-93-6"	"叔戊醇钾，溶液"
"5050"	"表4"	"41233-93-6"	"41233-93-6"	"叔戊醇钾"
"5051"	"表4"	"1795-64-8[易燃溶剂溶液]"	"1795-64-8"	"异丙醇碲(Ⅳ)，溶液"
"5052"	"表4"	"1795-64-8"	"1795-64-8"	"异丙醇碲(Ⅳ)"
"5053"	"表4"	"14532-05-9[易燃溶剂溶液]"	"14532-05-9"	"异丙醇钆(Ⅲ)，溶液"
"5054"	"表4"	"14532-05-9"	"14532-05-9"	"异丙醇钆(Ⅲ)"
"5055"	"表4"	"33939-97-8[易燃溶剂溶液]"	"33939-97-8"	"异丙醇镧铝，溶液"
"5056"	"表4"	"33939-97-8"	"33939-97-8"	"异丙醇镧铝"
"5057"	"表4"	"69207-83-6[易燃溶剂溶液]"	"69207-83-6"	"异丙醇镁铝，溶液"
"5058"	"表4"	"69207-83-6"	"69207-83-6"	"异丙醇镁铝"
"5059"	"表4"	"18368-80-4[易燃溶剂溶液]"	"18368-80-4"	"异丙醇铌(Ⅴ)，溶液"
"5060"	"表4"	"18368-80-4"	"18368-80-4"	"异丙醇铌(Ⅴ)"
"5061"	"表4"	"16761-83-4[易燃溶剂溶液]"	"16761-83-4"	"异丙醇钽(Ⅴ)，溶液"
"5062"	"表4"	"16761-83-4"	"16761-83-4"	"异丙醇钽(Ⅴ)"
"5063"	"表4"	"1184-61-8[易燃溶剂溶液]"	"1184-61-8"	"异丙醇锡(Ⅳ)，溶液"
"5064"	"表4"	"1184-61-8"	"1184-61-8"	"异丙醇锡(Ⅳ)"
"5065"	"表4"	"23519-77-9[易燃溶剂溶液]"	"23519-77-9"	"丙醇锆(Ⅳ)，溶液"
"5066"	"表4"	"23519-77-9"	"23519-77-9"	"丙醇锆(Ⅳ)"
"5067"	"表4"	"1071-76-7[易燃溶剂溶液]"	"1071-76-7"	"丁醇锆(Ⅳ)，溶液"
"5068"	"表4"	"1071-76-7"	"1071-76-7"	"丁醇锆(Ⅳ)"
"5069"	"表4"	"2388-10-5[易燃溶剂溶液]"	"2388-10-5"	"异丙醇锂，溶液"
"5070"	"表4"	"2388-10-5"	"2388-10-5"	"异丙醇锂"
"5071"	"表4"	"209733-38-0[易燃溶剂溶液]"	"209733-38-0"	"异丙醇钼(Ⅴ)，溶液"
"5072"	"表4"	"209733-38-0"	"209733-38-0"	"异丙醇钼(Ⅴ)"
"5073"	"表4"	"14995-22-3[易燃溶剂溶液]"	"14995-22-3"	"异丙醇铁(Ⅲ)，溶液"
"5074"	"表4"	"14995-22-3"	"14995-22-3"	"异丙醇铁(Ⅲ)"
"5075"	"表4"	"52321-90-1"	"52321-90-1"	"异丙醇钨(Ⅵ)"
"5076"	"表4"	"52321-90-1[易燃溶剂溶液]"	"52321-90-1"	"异丙醇钨(Ⅵ)，溶液"
"5077"	"表4"	"2172-12-5"	"2172-12-5"	"异丙醇钇(Ⅲ)"
"5078"	"表4"	"2172-12-5[甲苯溶液]"	"2172-12-5"	"异丙醇钇(Ⅲ)，甲苯溶液"
"5079"	"表2"	"19533-24-5"	"19533-24-5"	"异戊醇钠"
"5080"	"表4"	"865-33-8[甲苯溶液]"	"865-33-8"	"甲醇钾，甲苯溶液"
"5081"	"表4"	"865-33-8[甲醇溶液]"	"865-33-8"	"甲醇钾，甲醇溶液"
"5082"	"表4"	"865-33-8"	"865-33-8"	"甲醇钾"
"5083"	"表4"	"109-88-6[甲醇溶液]"	"109-88-6"	"甲醇镁，甲醇溶液"
"5084"	"表4"	"109-88-6"	"109-88-6"	"甲醇镁"
"5085"	"表3"	"124-41-4[醇溶液]"	"124-41-4"	"甲醇钠，醇溶液"
"5086"	"表3"	"124-41-4"	"124-41-4"	"甲醇钠"
"5087"	"表4"	"2572-25-0[乙醇溶液]"	"2572-25-0"	"乙醇镓(Ⅲ)，乙醇溶液"
"5088"	"表4"	"2572-25-0"	"2572-25-0"	"乙醇镓(Ⅲ)"
"5089"	"表2"	"917-58-8"	"917-58-8"	"乙醇钾"
"5090"	"表4"	"2388-07-0[易燃溶剂溶液]"	"2388-07-0"	"乙醇锂，溶液"
"5091"	"表4"	"2388-07-0"	"2388-07-0"	"乙醇锂"
"5092"	"表4"	"141-52-6[乙醇溶液]"	"141-52-6"	"乙醇钠，乙醇溶液"
"5093"	"表4"	"141-52-6"	"141-52-6"	"乙醇钠"
"5094"	"表2"	"2372-45-4"	"2372-45-4"	"丁醇钠"
"5095"	"表4"	"111941-71-0[甲苯溶液]"	"111941-71-0"	"丁醇钇(Ⅲ)，甲苯溶液"
"5096"	"表4"	"111941-71-0"	"111941-71-0"	"丁醇钇(Ⅲ)"
"5097"	"表2"	"19779-06-7"	"19779-06-7"	"己醇钠"
"5098"	"表4"	"115685-56-8[易燃溶剂溶液]"	"115685-56-8"	"2-甲氧基乙氧基镧(Ⅲ)，溶液"
"5099"	"表4"	"115685-56-8"	"115685-56-8"	"2-甲氧基乙氧基镧(Ⅲ)"
"5100"	"表4"	"30897-90-6[易燃溶剂溶液]"	"30897-90-6"	"4-氟-2-甲基苯基溴化镁，溶液"
"5101"	"表4"	"82297-89-0"	"82297-89-0"	"4-氟-3-甲基苯基溴化镁"
"5102"	"表4"	"82297-89-0[易燃溶剂溶液]"	"82297-89-0"	"4-氟-3-甲基苯基溴化镁，溶液"
"5103"	"表4"	"312693-09-7"	"312693-09-7"	"5-氟-2-甲基苯基碘化锌"
"5104"	"表4"	"312693-09-7[易燃溶剂溶液]"	"312693-09-7"	"5-氟-2-甲基苯基碘化锌，溶液"
"5105"	"表4"	"186496-59-3"	"186496-59-3"	"5-氟-2-甲基苯基溴化镁"
"5106"	"表4"	"186496-59-3[易燃溶剂溶液]"	"186496-59-3"	"5-氟-2-甲基苯基溴化镁，溶液"
"5107"	"表4"	"112981-69-8[易燃溶剂溶液]"	"112981-69-8"	"3,5-双(三氟甲基)苯基溴化镁，溶液"
"5108"	"表4"	"1070-00-4"	"1070-00-4"	"三辛基铝"
"5109"	"表4"	"1070-00-4[易燃溶剂溶液]"	"1070-00-4"	"三辛基铝，溶液"
"5110"	"表2"	"75-74-1"	"75-74-1"	"四甲基铅"
"5111"	"表4"	"78-00-2"	"78-00-2"	"四乙基铅"
"5112"	"表4"	"78-00-2[甲苯溶液]"	"78-00-2"	"四乙基铅，甲苯溶液"
"5113"	"表4"	"597-64-8[甲醇溶液]"	"597-64-8"	"四乙基锡，甲醇溶液"
"5114"	"表4"	"597-64-8"	"597-64-8"	"四乙基锡"
"5115"	"表4"	"2176-98-9[甲醇溶液]"	"2176-98-9"	"四丙基锡，甲醇溶液"
"5116"	"表4"	"2176-98-9"	"2176-98-9"	"四丙基锡"
"5117"	"表4"	"1461-25-2[甲醇溶液]"	"1461-25-2"	"四丁基锡，甲醇溶液"
"5118"	"表4"	"1461-25-2[易燃溶剂溶液]"	"1461-25-2"	"四丁基锡，溶液"
"5119"	"表4"	"1461-25-2"	"1461-25-2"	"四丁基锡"
"5120"	"表4"	"3590-84-9[甲醇溶液]"	"3590-84-9"	"四辛基锡，甲醇溶液"
"5121"	"表4"	"3590-84-9"	"3590-84-9"	"四辛基锡"
"5122"	"表4"	"1888-75-1"	"1888-75-1"	"异丙基锂"
"5123"	"表4"	"1888-75-1[易燃溶剂溶液]"	"1888-75-1"	"异丙基锂，溶液"
"5124"	"表4"	"920-36-5[易燃溶剂溶液]"	"920-36-5"	"异丁基锂，溶液"
"5125"	"表4"	"920-36-5"	"920-36-5"	"异丁基锂"
"5126"	"表4"	"917-54-4"	"917-54-4"	"甲基锂"
"5127"	"表4"	"17287-03-5[甲醇溶液]"	"17287-03-5"	"三甲基氢氧化硫，甲醇溶液"
"5128"	"表4"	"17287-03-5"	"17287-03-5"	"三甲基氢氧化硫"
"5129"	"表2"	"90-03-9"	"90-03-9"	"2-氯汞苯酚"
"5130"	"表4"	"115-09-3[甲醇溶液]"	"115-09-3"	"氯化甲基汞，甲醇溶液"
"5131"	"表4"	"115-09-3[水溶液]"	"115-09-3"	"氯化甲基汞，水溶液"
"5132"	"表4"	"115-09-3"	"115-09-3"	"氯化甲基汞"
"5133"	"表2"	"1184-57-2"	"1184-57-2"	"羟基甲基汞"
"5134"	"表2"	"59-85-8"	"59-85-8"	"4-氯汞苯甲酸"
"5135"	"表2"	"587-85-9"	"587-85-9"	"二苯汞(Ⅱ)"
"5136"	"表2"	"23745-86-0"	"23745-86-0"	"氟乙酸钾"
"5137"	"表2"	"62-74-8"	"62-74-8"	"氟乙酸钠"
"5138"	"表2"	"12002-19-6"	"12002-19-6"	"核酸汞"
"5139"	"表4"	"61789-51-3[矿物油溶液]"	"61789-51-3"	"环烷酸钴(Ⅱ)，矿物油溶液"
"5140"	"表4"	"61789-51-3"	"61789-51-3"	"环烷酸钴(Ⅱ)"
"5141"	"表4"	"61790-14-5[易燃溶剂溶液]"	"61790-14-5"	"环烷酸铅(Ⅱ)，溶液"
"5142"	"表4"	"61790-14-5"	"61790-14-5"	"环烷酸铅(Ⅱ)"
"5143"	"表4"	"1338-02-9[易燃溶剂溶液]"	"1338-02-9"	"环烷酸铜(Ⅱ)，溶液"
"5144"	"表4"	"1338-02-9"	"1338-02-9"	"环烷酸铜(Ⅱ)"
"5145"	"表4"	"12001-85-3[矿物油溶液]"	"12001-85-3"	"环烷酸锌，溶液"
"5146"	"表4"	"12001-85-3"	"12001-85-3"	"环烷酸锌"
"5147"	"表2"	"20324-26-9"	"20324-26-9"	"甲基胂酸锌"
"5148"	"表2"	"51952-65-9"	"51952-65-9"	"甲基胂酸锌"
"5149"	"表2"	"16039-64-8"	"16039-64-8"	"L(+)-酒石酸氧锑钾，半水"
"5150"	"表2"	"28300-74-5"	"28300-74-5"	"L(+)-酒石酸锑钾，三水"
"5151"	"表2"	"331753-56-1"	"331753-56-1"	"L(+)-酒石酸锑钾，水合"
"5152"	"表4"	"11071-15-1[稀盐酸溶液]"	"11071-15-1"	"L(+)-酒石酸锑钾，稀盐酸溶液"
"5153"	"表4"	"11071-15-1"	"11071-15-1"	"L(+)-酒石酸锑钾"
"5154"	"表2"	"628-86-4"	"628-86-4"	"雷酸汞"
"5155"	"表2"	"16712-29-1"	"16712-29-1"	"三氟乙酸铬"
"5156"	"表2"	"3926-62-3"	"3926-62-3"	"氯乙酸钠"
"5157"	"表2"	"63937-14-4"	"63937-14-4"	"D-葡萄糖酸汞"
"5158"	"表2"	"502-85-2"	"502-85-2"	"4-羟基丁酸钠"
"5159"	"表2"	"58164-88-8"	"58164-88-8"	"乳酸锑"
"5160"	"表4"	"9007-13-0"	"9007-13-0"	"树脂酸钙"
"5161"	"表3"	"9007-13-0[熔融]"	"9007-13-0"	"树脂酸钙"
"5162"	"表2"	"68956-82-1"	"68956-82-1"	"树脂酸钴"
"5163"	"表2"	"61789-65-9"	"61789-65-9"	"树脂酸铝"
"5164"	"表2"	"9008-34-8"	"9008-34-8"	"树脂酸锰"
"5165"	"表4"	"142600-62-2[易燃溶剂溶液]"	"142600-62-2"	"2-甲氧基乙氧基镍(Ⅱ)，溶液"
"5166"	"表4"	"142600-62-2"	"142600-62-2"	"2-甲氧基乙氧基镍(Ⅱ)"
"5167"	"表4"	"555-24-8[易燃溶剂溶液]"	"555-24-8"	"苯酚锂，溶液"
"5168"	"表4"	"555-24-8"	"555-24-8"	"苯酚锂"
"5169"	"表2"	"156150-40-2"	"156150-40-2"	"苯酚钠，三水"
"5170"	"表2"	"139-02-6"	"139-02-6"	"苯酚钠"
"5171"	"表4"	"23719-80-4"	"23719-80-4"	"环丙基溴化镁"
"5172"	"表4"	"23719-80-4[易燃溶剂溶液]"	"23719-80-4"	"环丙基溴化镁，溶液"
"5173"	"表4"	"126403-68-7"	"126403-68-7"	"环丙基溴化锌"
"5174"	"表4"	"126403-68-7[易燃溶剂溶液]"	"126403-68-7"	"环丙基溴化锌，溶液"
"5175"	"表4"	"32916-51-1"	"32916-51-1"	"环戊基氯化镁"
"5176"	"表4"	"32916-51-1[易燃溶剂溶液]"	"32916-51-1"	"环戊基氯化镁，溶液"
"5177"	"表4"	"32916-51-1[乙醚溶液]"	"32916-51-1"	"环戊基氯化镁，乙醚溶液"
"5178"	"表4"	"931-50-0"	"931-50-0"	"环己基溴化镁"
"5179"	"表4"	"931-50-0[易燃溶剂溶液]"	"931-50-0"	"环己基溴化镁，溶液"
"5180"	"表4"	"35166-78-0"	"35166-78-0"	"(环己基甲基)溴化镁"
"5181"	"表4"	"35166-78-0[易燃溶剂溶液]"	"35166-78-0"	"(环己基甲基)溴化镁，溶液"
"5182"	"表4"	"4984-82-1[易燃溶剂溶液]"	"4984-82-1"	"环戊二烯钠，溶液"
"5183"	"表4"	"4984-82-1"	"4984-82-1"	"环戊二烯钠"
"5184"	"表4"	"312624-15-0"	"312624-15-0"	"1-金刚烷溴化锌"
"5185"	"表4"	"312624-15-0[易燃溶剂溶液]"	"312624-15-0"	"1-金刚烷溴化锌，溶液"
"5186"	"表4"	"171860-65-4"	"171860-65-4"	"2-金刚烷溴化锌"
"5187"	"表4"	"171860-65-4[易燃溶剂溶液]"	"171860-65-4"	"2-金刚烷溴化锌，溶液"
"5188"	"表4"	"82214-69-5[易燃溶剂溶液]"	"82214-69-5"	"2-联苯溴化镁，溶液"
"5189"	"表4"	"82214-69-5[乙醚溶液]"	"82214-69-5"	"2-联苯溴化镁，乙醚溶液"
